site,gallery,source_id,url,title,content,author,posted_at,comment_count,meta,comments
dcinside,남자연예인_갤러리,20239418,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239418&page=1,곰팡핌 젖괴들 탈주 심하긔,,ㅇㅇ,2025-11-23T22:08:55,0,"{'views': 0, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239418&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(118.235)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:55', 'list_views': 0, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239417,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239417&page=1,아 코아픈 루주 색깔 ㅈㄴ 웃겨,ㅅㅂ,ㅇㅇ,2025-11-23T22:08:52,0,"{'views': 1, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239417&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(118.235)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:52', 'list_views': 0, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239416,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239416&page=1,지금 울좆앰들만 글싸고 있는데,느송자짤 앙상스크 먹금해,ㅇㅇ,2025-11-23T22:08:52,0,"{'views': 0, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239416&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(118.235)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:52', 'list_views': 0, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239415,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239415&page=1,느릴라줌들 ㄹㅇ찐따같으셔,저런 인터뷰 하나하나에 의미부여하고 자아의탁 하는거ㅅㅂ,ㅇㅇ,2025-11-23T22:08:51,0,"{'views': 1, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239415&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(117.111)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:51', 'list_views': 1, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239414,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239414&page=1,헐 저주파 깜예까지 파묘됐노,,ㅇㅇ,2025-11-23T22:08:42,0,"{'views': 15, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239414&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(106.101)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:42', 'list_views': 15, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239413,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239413&page=1,느송자짤은 디지줌이 패는거야?,응원하긔,ㅇㅇ,2025-11-23T22:08:38,0,"{'views': 6, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239413&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(211.36)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:38', 'list_views': 4, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239412,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239412&page=1,곰팡핌은 곰첼라말아먹어서욕쳐먹는거아니노?,ㅇㅇ,ㅇㅇ,2025-11-23T22:08:31,0,"{'views': 7, 'recommendations': 1, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239412&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(118.235)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:31', 'list_views': 7, 'list_recommendations': 1, 'list_comment_count': 1}",[]
dcinside,남자연예인_갤러리,20239411,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239411&page=1,메까년 진짜 못났다,어,ㅇㅇ,2025-11-23T22:08:16,0,"{'views': 23, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239411&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(117.111)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:16', 'list_views': 22, 'list_recommendations': 0, 'list_comment_count': 1}",[]
dcinside,남자연예인_갤러리,20239410,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239410&page=1,뭐하러 합격각 세우면서 곰곰자매 패노,뉴트남 빠는글 하나면 10배로 발작하는데,ㅇㅇ,2025-11-23T22:08:16,0,"{'views': 11, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239410&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(106.101)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:16', 'list_views': 10, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239409,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239409&page=1,느송자짤 긁힌이유 은돌이가 밥메이트 울좆 뽑아서긔,저년은 울른을 긁으려면 아무도 안좋아하는 울좆으로 뇌절해야 하는데 은돌이가 울좆 뽑는바람에 지 세계관이 무너져서 미친거야,ㅇㅇ,2025-11-23T22:08:13,0,"{'views': 19, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239409&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(118.235)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:13', 'list_views': 19, 'list_recommendations': 0, 'list_comment_count': 2}",[]
dcinside,남자연예인_갤러리,20239408,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239408&page=1,곰팡핌 여원순 나가리되고 그냥 잡탕됨,데뷔컨셉 여원순 없이 못하니까 독기로 노선 튼 거잖아ㅋㅋ,ㅇㅇ,2025-11-23T22:08:11,0,"{'views': 4, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239408&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(223.38)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:11', 'list_views': 4, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239407,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239407&page=1,개은돌은 저런거 5초만에 체크하고 치우는 남성이고,느송이도 골랐는데 내가 저거 고른걸로 발작하는거겠냐구 언냐들,ㅇㅇ,2025-11-23T22:08:10,0,"{'views': 22, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239407&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(118.235)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:10', 'list_views': 22, 'list_recommendations': 0, 'list_comment_count': 1}",[]
dcinside,남자연예인_갤러리,20239406,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239406&page=1,진심 뿡턱이 잘생긴지 모르겠어,띠니눈엔 그냥 그 륵저 탄이닮음,ㅇㅇ,2025-11-23T22:08:09,0,"{'views': 15, 'recommendations': 1, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239406&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(211.234)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:09', 'list_views': 14, 'list_recommendations': 1, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239405,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239405&page=1,관계성 젤 좋은것도 원송돌인데,그줌들은 왜 집착하는거야,ㅇㅇ,2025-11-23T22:08:02,0,"{'views': 22, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239405&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(118.235)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:02', 'list_views': 22, 'list_recommendations': 0, 'list_comment_count': 1}",[]
dcinside,남자연예인_갤러리,20239404,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239404&page=1,아니 근데 곰팡핌젖괴들 이거빨면서 성형시비는,,ㅇㅇ,2025-11-23T22:08:01,0,"{'views': 8, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239404&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(118.235)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:08:01', 'list_views': 8, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239403,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239403&page=1,나같으면 짹창가서 싸우겠긔,여기서 도배하면 좋아요가 사라져?,ㅇㅇ,2025-11-23T22:07:57,0,"{'views': 23, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239403&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(223.39)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:07:57', 'list_views': 21, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239402,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239402&page=1,느릴라줌들 띤갤에서 울좆으로 2년동안 좆치질하면 뭐해,맨날 댓딸치면서 왕따거려봤자임,ㅇㅇ,2025-11-23T22:07:55,0,"{'views': 19, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239402&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(223.39)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:07:55', 'list_views': 18, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239401,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239401&page=1,지금 느릴라줌 중 누가 젤 긁혔는지 다 보이니,그만해 공수치 오짐,ㅇㅇ,2025-11-23T22:07:54,0,"{'views': 13, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239401&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(118.235)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:07:54', 'list_views': 13, 'list_recommendations': 0, 'list_comment_count': None}",[]
dcinside,남자연예인_갤러리,20239400,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239400&page=1,야 곰아픈 티저나 보고와 퀄리티좋음,ㄱ,ㅇㅇ,2025-11-23T22:07:42,0,"{'views': 19, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239400&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(223.38)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:07:42', 'list_views': 16, 'list_recommendations': 0, 'list_comment_count': 1}",[]
dcinside,남자연예인_갤러리,20239399,https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239399&page=1,씹슴...또 능국인한테 뭔짓했노;,개쳐맞고 있긔;,ㅇㅇ,2025-11-23T22:07:40,0,"{'views': 30, 'recommendations': 0, 'gallery_id': 'm_entertainer_new1', 'page_url': 'https://gall.dcinside.com/board/view/?id=m_entertainer_new1&no=20239399&page=1', 'list_writer': 'ㅇㅇ', 'writer_ip': '(211.219)', 'writer_uid': None, 'list_date_text': '2025-11-23 22:07:40', 'list_views': 27, 'list_recommendations': 0, 'list_comment_count': None}",[]
